Date,Time,Team 1,Team 1 Score,Team 2 Score,Team 2,Result,Final Score,Team 1 Odds,Team 2 Odds,Bookies Count,Year,Page
12 May 2017,20:00,Delhi Capitals,168,161,Rising Pune Supergiant,Delhi Capitals won by 7 runs.,168/8 (20) : 161/7 (20),2.15,1.69,6,2017,1
11 May 2017,20:00,Mumbai Indians,223,230,Punjab Kings,Punjab Kings won by 7 runs.,223/6 (20) : 230/3 (20),1.61,2.30,6,2017,1
10 May 2017,20:00,Gujarat Lions,195,197,Delhi Capitals,Delhi Capitals won by 2 wickets.,195/5 (20) : 197/8 (19.4),1.93,1.87,6,2017,1
09 May 2017,20:00,Punjab Kings,167,153,Kolkata Knight Riders,Punjab Kings won by 14 runs.,167/6 (20) : 153/6 (20),2.34,1.59,6,2017,1
08 May 2017,20:00,Sunrisers Hyderabad,140,138,Mumbai Indians,Sunrisers Hyderabad won by 7 wickets.,140/3 (18.2) : 138/7 (20),1.87,1.91,6,2017,1
07 May 2017,20:00,Punjab Kings,189,192,Gujarat Lions,Gujarat Lions won by 6 wickets.,189/3 (20) : 192/4 (19.4),1.67,2.19,6,2017,1
06 May 2017,20:00,Delhi Capitals,66,212,Mumbai Indians,Mumbai Indians won by 146 runs.,66/10 (13.4) : 212/3 (20),1.92,1.87,6,2017,1
05 May 2017,20:00,Royal Challengers Bengaluru,119,138,Punjab Kings,Punjab Kings won by 19 runs.,119/10 (19) : 138/7 (20),1.71,2.13,6,2017,1
04 May 2017,20:00,Delhi Capitals,214,208,Gujarat Lions,Delhi Capitals won by 7 wickets.,214/3 (17.3) : 208/7 (20),1.91,1.88,6,2017,1
03 May 2017,20:00,Kolkata Knight Riders,155,158,Rising Pune Supergiant,Rising Pune Supergiant won by 4 wickets.,155/8 (20) : 158/6 (19.2),1.88,1.94,6,2017,1
02 May 2017,20:00,Delhi Capitals,189,185,Sunrisers Hyderabad,Delhi Capitals won by 6 wickets.,189/4 (19.1) : 185/3 (20),2.24,1.64,6,2017,1
01 May 2017,20:00,Rising Pune Supergiant,167,161,Gujarat Lions,Rising Pune Supergiant won by 5 wickets.,167/5 (19.5) : 161/10 (19.5),1.78,2.03,6,2017,1
30 Apr 2017,20:00,Sunrisers Hyderabad,209,161,Kolkata Knight Riders,Sunrisers Hyderabad won by 48 runs.,209/3 (20) : 161/7 (20),1.98,1.82,6,2017,1
29 Apr 2017,20:00,Gujarat Lions,153,153,Mumbai Indians,Match Tied - Mumbai Indians won the Super Over.,153/9 (20) : 153/10 (20),2.12,1.71,6,2017,1
28 Apr 2017,20:00,Punjab Kings,181,207,Sunrisers Hyderabad,Sunrisers Hyderabad won by 26 runs.,181/9 (20) : 207/3 (20),1.99,1.80,6,2017,1
27 Apr 2017,20:00,Royal Challengers Bengaluru,134,135,Gujarat Lions,Gujarat Lions won by 7 wickets.,134/10 (20) : 135/3 (13.5),1.71,2.13,6,2017,1
26 Apr 2017,20:00,Rising Pune Supergiant,182,184,Kolkata Knight Riders,Kolkata Knight Riders won by 7 wickets.,182/5 (20) : 184/3 (18.1),2.10,1.73,6,2017,1
24 Apr 2017,20:00,Mumbai Indians,157,160,Rising Pune Supergiant,Rising Pune Supergiant won by 3 runs.,157/8 (20) : 160/6 (20),1.62,2.29,6,2017,1
23 Apr 2017,20:00,Kolkata Knight Riders,131,49,Royal Challengers Bengaluru,Kolkata Knight Riders won by 82 runs.,131/10 (19.3) : 49/10 (9.4),2.04,1.78,6,2017,1
22 Apr 2017,20:00,Mumbai Indians,142,128,Delhi Capitals,Mumbai Indians won by 14 runs.,142/8 (20) : 128/7 (20),1.67,2.20,6,2017,1
21 Apr 2017,20:00,Kolkata Knight Riders,187,188,Gujarat Lions,Gujarat Lions won by 4 wickets.,187/5 (20) : 188/6 (18.2),1.85,1.93,6,2017,1
20 Apr 2017,20:00,Punjab Kings,198,199,Mumbai Indians,Mumbai Indians won by 8 wickets.,198/4 (20) : 199/2 (15.3),2.31,1.60,6,2017,1
19 Apr 2017,20:00,Sunrisers Hyderabad,191,176,Delhi Capitals,Sunrisers Hyderabad won by 15 runs.,191/4 (20) : 176/5 (20),1.76,2.05,6,2017,1
18 Apr 2017,20:00,Gujarat Lions,192,213,Royal Challengers Bengaluru,Bangalore won by 21 runs.,192/7 (20) : 213/2 (20),1.82,1.98,6,2017,1
17 Apr 2017,20:00,Sunrisers Hyderabad,159,154,Punjab Kings,Sunrisers Hyderabad won by 5 runs.,159/6 (20) : 154/10 (19.4),1.80,1.99,6,2017,1
16 Apr 2017,20:00,Royal Challengers Bengaluru,134,161,Rising Pune Supergiant,Rising Pune Supergiant won by 27 runs.,134/9 (20) : 161/8 (20),1.50,2.58,6,2017,1
15 Apr 2017,20:00,Delhi Capitals,188,137,Punjab Kings,Delhi Capitals won by 51 runs.,188/6 (20) : 137/9 (20),2.07,1.74,6,2017,1
14 Apr 2017,20:00,Gujarat Lions,172,171,Rising Pune Supergiant,Gujarat Lions won by 7 wickets.,172/3 (18) : 171/8 (20),1.63,2.26,6,2017,1
13 Apr 2017,20:00,Kolkata Knight Riders,171,170,Punjab Kings,Kolkata Knight Riders won by 8 wickets.,171/2 (16.3) : 170/9 (20),1.68,2.18,6,2017,1
21 May 2017 - Play Offs,20:00,Rising Pune Supergiant,128,129,Mumbai Indians,Mumbai Indians won by 1 run.,128/6 (20) : 129/8 (20),2.11,1.73,6,2017,2
19 May 2017 - Play Offs,20:00,Mumbai Indians,111,107,Kolkata Knight Riders,Mumbai Indians won by 6 wickets.,111/4 (14.3) : 107/10 (18.5),1.72,2.11,6,2017,2
17 May 2017 - Play Offs,20:00,Sunrisers Hyderabad,128,48,Kolkata Knight Riders,Kolkata Knight Riders won by 7 wickets (DLS method).,128/7 (20) : 48/3 (5.2),2.23,1.64,6,2017,2
16 May 2017 - Play Offs,20:00,Mumbai Indians,142,162,Rising Pune Supergiant,Rising Pune Supergiant won by 20 runs.,142/9 (20) : 162/4 (20),1.52,2.48,6,2017,2
14 May 2017,20:00,Delhi Capitals,151,161,Royal Challengers Bengaluru,Bangalore won by 10 runs.,151/10 (20) : 161/6 (20),1.86,1.94,6,2017,2
13 May 2017,20:00,Kolkata Knight Riders,164,173,Mumbai Indians,Mumbai Indians won by 9 runs.,164/8 (20) : 173/5 (20),1.80,2.00,6,2017,2
12 May 2017,20:00,Delhi Capitals,168,161,Rising Pune Supergiant,Delhi Capitals won by 7 runs.,168/8 (20) : 161/7 (20),2.15,1.69,6,2017,2
11 May 2017,20:00,Mumbai Indians,223,230,Punjab Kings,Punjab Kings won by 7 runs.,223/6 (20) : 230/3 (20),1.61,2.30,6,2017,2
10 May 2017,20:00,Gujarat Lions,195,197,Delhi Capitals,Delhi Capitals won by 2 wickets.,195/5 (20) : 197/8 (19.4),1.93,1.87,6,2017,2
09 May 2017,20:00,Punjab Kings,167,153,Kolkata Knight Riders,Punjab Kings won by 14 runs.,167/6 (20) : 153/6 (20),2.34,1.59,6,2017,2
08 May 2017,20:00,Sunrisers Hyderabad,140,138,Mumbai Indians,Sunrisers Hyderabad won by 7 wickets.,140/3 (18.2) : 138/7 (20),1.87,1.91,6,2017,2
07 May 2017,20:00,Punjab Kings,189,192,Gujarat Lions,Gujarat Lions won by 6 wickets.,189/3 (20) : 192/4 (19.4),1.67,2.19,6,2017,2
06 May 2017,20:00,Delhi Capitals,66,212,Mumbai Indians,Mumbai Indians won by 146 runs.,66/10 (13.4) : 212/3 (20),1.92,1.87,6,2017,2
05 May 2017,20:00,Royal Challengers Bengaluru,119,138,Punjab Kings,Punjab Kings won by 19 runs.,119/10 (19) : 138/7 (20),1.71,2.13,6,2017,2
04 May 2017,20:00,Delhi Capitals,214,208,Gujarat Lions,Delhi Capitals won by 7 wickets.,214/3 (17.3) : 208/7 (20),1.91,1.88,6,2017,2
03 May 2017,20:00,Kolkata Knight Riders,155,158,Rising Pune Supergiant,Rising Pune Supergiant won by 4 wickets.,155/8 (20) : 158/6 (19.2),1.88,1.94,6,2017,2
02 May 2017,20:00,Delhi Capitals,189,185,Sunrisers Hyderabad,Delhi Capitals won by 6 wickets.,189/4 (19.1) : 185/3 (20),2.24,1.64,6,2017,2
01 May 2017,20:00,Rising Pune Supergiant,167,161,Gujarat Lions,Rising Pune Supergiant won by 5 wickets.,167/5 (19.5) : 161/10 (19.5),1.78,2.03,6,2017,2
30 Apr 2017,20:00,Sunrisers Hyderabad,209,161,Kolkata Knight Riders,Sunrisers Hyderabad won by 48 runs.,209/3 (20) : 161/7 (20),1.98,1.82,6,2017,2
29 Apr 2017,20:00,Gujarat Lions,153,153,Mumbai Indians,Match Tied - Mumbai Indians won the Super Over.,153/9 (20) : 153/10 (20),2.12,1.71,6,2017,2
28 Apr 2017,20:00,Punjab Kings,181,207,Sunrisers Hyderabad,Sunrisers Hyderabad won by 26 runs.,181/9 (20) : 207/3 (20),1.99,1.80,6,2017,2
27 Apr 2017,20:00,Royal Challengers Bengaluru,134,135,Gujarat Lions,Gujarat Lions won by 7 wickets.,134/10 (20) : 135/3 (13.5),1.71,2.13,6,2017,2
26 Apr 2017,20:00,Rising Pune Supergiant,182,184,Kolkata Knight Riders,Kolkata Knight Riders won by 7 wickets.,182/5 (20) : 184/3 (18.1),2.10,1.73,6,2017,2
24 Apr 2017,20:00,Mumbai Indians,157,160,Rising Pune Supergiant,Rising Pune Supergiant won by 3 runs.,157/8 (20) : 160/6 (20),1.62,2.29,6,2017,2
23 Apr 2017,20:00,Kolkata Knight Riders,131,49,Royal Challengers Bengaluru,Kolkata Knight Riders won by 82 runs.,131/10 (19.3) : 49/10 (9.4),2.04,1.78,6,2017,2
22 Apr 2017,20:00,Mumbai Indians,142,128,Delhi Capitals,Mumbai Indians won by 14 runs.,142/8 (20) : 128/7 (20),1.67,2.20,6,2017,2
21 Apr 2017,20:00,Kolkata Knight Riders,187,188,Gujarat Lions,Gujarat Lions won by 4 wickets.,187/5 (20) : 188/6 (18.2),1.85,1.93,6,2017,2
20 Apr 2017,20:00,Punjab Kings,198,199,Mumbai Indians,Mumbai Indians won by 8 wickets.,198/4 (20) : 199/2 (15.3),2.31,1.60,6,2017,2
19 Apr 2017,20:00,Sunrisers Hyderabad,191,176,Delhi Capitals,Sunrisers Hyderabad won by 15 runs.,191/4 (20) : 176/5 (20),1.76,2.05,6,2017,2
18 Apr 2017,20:00,Gujarat Lions,192,213,Royal Challengers Bengaluru,Bangalore won by 21 runs.,192/7 (20) : 213/2 (20),1.82,1.98,6,2017,2
17 Apr 2017,20:00,Sunrisers Hyderabad,159,154,Punjab Kings,Sunrisers Hyderabad won by 5 runs.,159/6 (20) : 154/10 (19.4),1.80,1.99,6,2017,2
16 Apr 2017,20:00,Royal Challengers Bengaluru,134,161,Rising Pune Supergiant,Rising Pune Supergiant won by 27 runs.,134/9 (20) : 161/8 (20),1.50,2.58,6,2017,2
15 Apr 2017,20:00,Delhi Capitals,188,137,Punjab Kings,Delhi Capitals won by 51 runs.,188/6 (20) : 137/9 (20),2.07,1.74,6,2017,2
14 Apr 2017,20:00,Gujarat Lions,172,171,Rising Pune Supergiant,Gujarat Lions won by 7 wickets.,172/3 (18) : 171/8 (20),1.63,2.26,6,2017,2
13 Apr 2017,20:00,Kolkata Knight Riders,171,170,Punjab Kings,Kolkata Knight Riders won by 8 wickets.,171/2 (16.3) : 170/9 (20),1.68,2.18,6,2017,2
27 May 2018 - Play Offs,19:00,Chennai Super Kings,181,178,Sunrisers Hyderabad,Chennai Super Kings won by 8 wickets.,181/2 (18.3) : 178/6 (20),1.65,2.19,5,2018,1
25 May 2018 - Play Offs,19:00,Kolkata Knight Riders,161,174,Sunrisers Hyderabad,Sunrisers Hyderabad won by 13 runs.,161/9 (20) : 174/7 (20),1.65,2.20,5,2018,1
23 May 2018 - Play Offs,19:00,Kolkata Knight Riders,169,144,Rajasthan Royals,Kolkata Knight Riders won by 25 runs.,169/7 (20) : 144/4 (20),1.51,2.54,5,2018,1
22 May 2018 - Play Offs,19:00,Sunrisers Hyderabad,139,140,Chennai Super Kings,Chennai Super Kings won by 2 wickets.,139/7 (20) : 140/8 (19.1),2.17,1.67,5,2018,1
20 May 2018,20:00,Chennai Super Kings,159,153,Punjab Kings,Chennai Super Kings won by 5 wickets.,159/5 (19.1) : 153/10 (19.4),1.73,2.06,5,2018,1
19 May 2018,20:00,Sunrisers Hyderabad,172,173,Kolkata Knight Riders,Kolkata Knight Riders won by 5 wickets.,172/9 (20) : 173/5 (19.4),2.21,1.66,5,2018,1
18 May 2018,20:00,Delhi Capitals,162,128,Chennai Super Kings,Delhi Capitals won by 34 runs.,162/5 (20) : 128/6 (20),2.33,1.58,5,2018,1
17 May 2018,20:00,Royal Challengers Bengaluru,218,204,Sunrisers Hyderabad,Bangalore won by 14 runs.,218/6 (20) : 204/3 (20),1.66,2.19,5,2018,1
16 May 2018,20:00,Mumbai Indians,186,183,Punjab Kings,Mumbai Indians won by 3 runs.,186/8 (20) : 183/5 (20),1.68,2.14,5,2018,1
15 May 2018,20:00,Kolkata Knight Riders,145,142,Rajasthan Royals,Kolkata Knight Riders won by 6 wickets.,145/4 (18) : 142/10 (19),1.57,2.38,5,2018,1
14 May 2018,20:00,Punjab Kings,88,92,Royal Challengers Bengaluru,Bangalore won by 10 wickets.,88/10 (15.1) : 92/0 (8.1),1.97,1.81,5,2018,1
13 May 2018,20:00,Mumbai Indians,168,171,Rajasthan Royals,Rajasthan Royals won by 7 wickets.,168/6 (20) : 171/3 (18),1.58,2.34,5,2018,1
12 May 2018,20:00,Delhi Capitals,181,187,Royal Challengers Bengaluru,Bangalore won by 5 wickets.,181/4 (20) : 187/5 (19),2.31,1.60,5,2018,1
11 May 2018,20:00,Rajasthan Royals,177,176,Chennai Super Kings,Rajasthan Royals won by 4 wickets.,177/6 (19.5) : 176/4 (20),2.12,1.71,5,2018,1
10 May 2018,20:00,Delhi Capitals,187,191,Sunrisers Hyderabad,Sunrisers Hyderabad won by 9 wickets.,187/5 (20) : 191/1 (18.5),1.99,1.79,5,2018,1
09 May 2018,20:00,Kolkata Knight Riders,108,210,Mumbai Indians,Mumbai Indians won by 102 runs.,108/10 (18.1) : 210/6 (20),1.79,2.01,5,2018,1
08 May 2018,20:00,Rajasthan Royals,158,143,Punjab Kings,Rajasthan Royals won by 15 runs.,158/8 (20) : 143/7 (20),2.26,1.63,5,2018,1
07 May 2018,20:00,Sunrisers Hyderabad,146,141,Royal Challengers Bengaluru,Sunrisers Hyderabad won by 5 runs.,146/10 (20) : 141/6 (20),2.09,1.73,5,2018,1
06 May 2018,20:00,Punjab Kings,155,152,Rajasthan Royals,Punjab Kings won by 6 wickets.,155/4 (18.4) : 152/9 (20),1.59,2.25,5,2018,1
05 May 2018,20:00,Sunrisers Hyderabad,164,163,Delhi Capitals,Sunrisers Hyderabad won by 7 wickets.,164/3 (19.5) : 163/5 (20),1.57,2.39,5,2018,1
04 May 2018,20:00,Punjab Kings,174,176,Mumbai Indians,Mumbai Indians won by 6 wickets.,174/6 (20) : 176/4 (19),1.87,1.90,5,2018,1
03 May 2018,20:00,Kolkata Knight Riders,180,177,Chennai Super Kings,Kolkata Knight Riders won by 6 wickets.,180/4 (17.4) : 177/5 (20),1.78,2.02,5,2018,1
02 May 2018,20:00,Delhi Capitals,196,146,Rajasthan Royals,Delhi Capitals won by 4 runs (DLS method).,196/6 (17.1) : 146/5 (12),1.78,2.01,5,2018,1
01 May 2018,20:00,Royal Challengers Bengaluru,167,153,Mumbai Indians,Bangalore won by 14 runs.,167/7 (20) : 153/7 (20),2.20,1.66,5,2018,1
30 Apr 2018,20:00,Chennai Super Kings,211,198,Delhi Capitals,Chennai Super Kings won by 13 runs.,211/4 (20) : 198/5 (20),1.79,2.00,5,2018,1
29 Apr 2018,20:00,Royal Challengers Bengaluru,175,176,Kolkata Knight Riders,Kolkata Knight Riders won by 6 wickets.,175/4 (20) : 176/4 (19.1),2.13,1.71,5,2018,1
28 Apr 2018,20:00,Chennai Super Kings,169,170,Mumbai Indians,Mumbai Indians won by 8 wickets.,169/5 (20) : 170/2 (19.4),1.97,1.82,5,2018,1
27 Apr 2018,20:00,Delhi Capitals,219,164,Kolkata Knight Riders,Delhi Capitals won by 55 runs.,219/4 (20) : 164/9 (20),2.49,1.53,5,2018,1
26 Apr 2018,20:00,Sunrisers Hyderabad,132,119,Punjab Kings,Sunrisers Hyderabad won by 13 runs.,132/6 (20) : 119/10 (19.2),2.12,1.70,5,2018,1
25 Apr 2018,20:00,Royal Challengers Bengaluru,205,207,Chennai Super Kings,Chennai Super Kings won by 5 wickets.,205/8 (20) : 207/5 (19.4),2.00,1.78,5,2018,1
24 Apr 2018,20:00,Mumbai Indians,87,118,Sunrisers Hyderabad,Sunrisers Hyderabad won by 31 runs.,87/10 (18.5) : 118/10 (18.4),1.52,2.51,5,2018,1
23 Apr 2018,20:00,Punjab Kings,143,139,Delhi Capitals,Punjab Kings won by 4 runs.,143/8 (20) : 139/8 (20),1.70,2.13,5,2018,1
22 Apr 2018,20:00,Rajasthan Royals,168,167,Mumbai Indians,Rajasthan Royals won by 3 wickets.,168/7 (19.4) : 167/7 (20),2.29,1.61,5,2018,1
21 Apr 2018,20:00,Delhi Capitals,174,176,Royal Challengers Bengaluru,Bangalore won by 6 wickets.,174/5 (20) : 176/4 (18),2.46,1.54,6,2018,1
20 Apr 2018,20:00,Chennai Super Kings,204,140,Rajasthan Royals,Chennai Super Kings won by 64 runs.,204/5 (20) : 140/10 (18.3),1.72,2.10,5,2018,1
19 Apr 2018,20:00,Punjab Kings,193,178,Sunrisers Hyderabad,Punjab Kings won by 15 runs.,193/3 (20) : 178/4 (20),1.93,1.84,6,2018,1
18 Apr 2018,20:00,Rajasthan Royals,160,163,Kolkata Knight Riders,Kolkata Knight Riders won by 7 wickets.,160/8 (20) : 163/3 (18.5),2.33,1.58,6,2018,1
17 Apr 2018,20:00,Mumbai Indians,213,167,Royal Challengers Bengaluru,Mumbai Indians won by 46 runs.,213/6 (20) : 167/8 (20),1.99,1.81,5,2018,1
16 Apr 2018,20:00,Kolkata Knight Riders,200,129,Delhi Capitals,Kolkata Knight Riders won by 71 runs.,200/9 (20) : 129/10 (14.2),1.70,2.13,5,2018,1
15 Apr 2018,20:00,Punjab Kings,197,193,Chennai Super Kings,Punjab Kings won by 4 runs.,197/7 (20) : 193/5 (20),1.91,1.88,5,2018,1
27 May 2018 - Play Offs,19:00,Chennai Super Kings,181,178,Sunrisers Hyderabad,Chennai Super Kings won by 8 wickets.,181/2 (18.3) : 178/6 (20),1.65,2.19,5,2018,2
25 May 2018 - Play Offs,19:00,Kolkata Knight Riders,161,174,Sunrisers Hyderabad,Sunrisers Hyderabad won by 13 runs.,161/9 (20) : 174/7 (20),1.65,2.20,5,2018,2
23 May 2018 - Play Offs,19:00,Kolkata Knight Riders,169,144,Rajasthan Royals,Kolkata Knight Riders won by 25 runs.,169/7 (20) : 144/4 (20),1.51,2.54,5,2018,2
22 May 2018 - Play Offs,19:00,Sunrisers Hyderabad,139,140,Chennai Super Kings,Chennai Super Kings won by 2 wickets.,139/7 (20) : 140/8 (19.1),2.17,1.67,5,2018,2
20 May 2018,20:00,Chennai Super Kings,159,153,Punjab Kings,Chennai Super Kings won by 5 wickets.,159/5 (19.1) : 153/10 (19.4),1.73,2.06,5,2018,2
19 May 2018,20:00,Sunrisers Hyderabad,172,173,Kolkata Knight Riders,Kolkata Knight Riders won by 5 wickets.,172/9 (20) : 173/5 (19.4),2.21,1.66,5,2018,2
18 May 2018,20:00,Delhi Capitals,162,128,Chennai Super Kings,Delhi Capitals won by 34 runs.,162/5 (20) : 128/6 (20),2.33,1.58,5,2018,2
17 May 2018,20:00,Royal Challengers Bengaluru,218,204,Sunrisers Hyderabad,Bangalore won by 14 runs.,218/6 (20) : 204/3 (20),1.66,2.19,5,2018,2
16 May 2018,20:00,Mumbai Indians,186,183,Punjab Kings,Mumbai Indians won by 3 runs.,186/8 (20) : 183/5 (20),1.68,2.14,5,2018,2
15 May 2018,20:00,Kolkata Knight Riders,145,142,Rajasthan Royals,Kolkata Knight Riders won by 6 wickets.,145/4 (18) : 142/10 (19),1.57,2.38,5,2018,2
14 May 2018,20:00,Punjab Kings,88,92,Royal Challengers Bengaluru,Bangalore won by 10 wickets.,88/10 (15.1) : 92/0 (8.1),1.97,1.81,5,2018,2
13 May 2018,20:00,Mumbai Indians,168,171,Rajasthan Royals,Rajasthan Royals won by 7 wickets.,168/6 (20) : 171/3 (18),1.58,2.34,5,2018,2
12 May 2018,20:00,Delhi Capitals,181,187,Royal Challengers Bengaluru,Bangalore won by 5 wickets.,181/4 (20) : 187/5 (19),2.31,1.60,5,2018,2
11 May 2018,20:00,Rajasthan Royals,177,176,Chennai Super Kings,Rajasthan Royals won by 4 wickets.,177/6 (19.5) : 176/4 (20),2.12,1.71,5,2018,2
10 May 2018,20:00,Delhi Capitals,187,191,Sunrisers Hyderabad,Sunrisers Hyderabad won by 9 wickets.,187/5 (20) : 191/1 (18.5),1.99,1.79,5,2018,2
09 May 2018,20:00,Kolkata Knight Riders,108,210,Mumbai Indians,Mumbai Indians won by 102 runs.,108/10 (18.1) : 210/6 (20),1.79,2.01,5,2018,2
08 May 2018,20:00,Rajasthan Royals,158,143,Punjab Kings,Rajasthan Royals won by 15 runs.,158/8 (20) : 143/7 (20),2.26,1.63,5,2018,2
07 May 2018,20:00,Sunrisers Hyderabad,146,141,Royal Challengers Bengaluru,Sunrisers Hyderabad won by 5 runs.,146/10 (20) : 141/6 (20),2.09,1.73,5,2018,2
06 May 2018,20:00,Punjab Kings,155,152,Rajasthan Royals,Punjab Kings won by 6 wickets.,155/4 (18.4) : 152/9 (20),1.59,2.25,5,2018,2
05 May 2018,20:00,Sunrisers Hyderabad,164,163,Delhi Capitals,Sunrisers Hyderabad won by 7 wickets.,164/3 (19.5) : 163/5 (20),1.57,2.39,5,2018,2
04 May 2018,20:00,Punjab Kings,174,176,Mumbai Indians,Mumbai Indians won by 6 wickets.,174/6 (20) : 176/4 (19),1.87,1.90,5,2018,2
03 May 2018,20:00,Kolkata Knight Riders,180,177,Chennai Super Kings,Kolkata Knight Riders won by 6 wickets.,180/4 (17.4) : 177/5 (20),1.78,2.02,5,2018,2
02 May 2018,20:00,Delhi Capitals,196,146,Rajasthan Royals,Delhi Capitals won by 4 runs (DLS method).,196/6 (17.1) : 146/5 (12),1.78,2.01,5,2018,2
01 May 2018,20:00,Royal Challengers Bengaluru,167,153,Mumbai Indians,Bangalore won by 14 runs.,167/7 (20) : 153/7 (20),2.20,1.66,5,2018,2
30 Apr 2018,20:00,Chennai Super Kings,211,198,Delhi Capitals,Chennai Super Kings won by 13 runs.,211/4 (20) : 198/5 (20),1.79,2.00,5,2018,2
29 Apr 2018,20:00,Royal Challengers Bengaluru,175,176,Kolkata Knight Riders,Kolkata Knight Riders won by 6 wickets.,175/4 (20) : 176/4 (19.1),2.13,1.71,5,2018,2
28 Apr 2018,20:00,Chennai Super Kings,169,170,Mumbai Indians,Mumbai Indians won by 8 wickets.,169/5 (20) : 170/2 (19.4),1.97,1.82,5,2018,2
27 Apr 2018,20:00,Delhi Capitals,219,164,Kolkata Knight Riders,Delhi Capitals won by 55 runs.,219/4 (20) : 164/9 (20),2.49,1.53,5,2018,2
26 Apr 2018,20:00,Sunrisers Hyderabad,132,119,Punjab Kings,Sunrisers Hyderabad won by 13 runs.,132/6 (20) : 119/10 (19.2),2.12,1.70,5,2018,2
25 Apr 2018,20:00,Royal Challengers Bengaluru,205,207,Chennai Super Kings,Chennai Super Kings won by 5 wickets.,205/8 (20) : 207/5 (19.4),2.00,1.78,5,2018,2
24 Apr 2018,20:00,Mumbai Indians,87,118,Sunrisers Hyderabad,Sunrisers Hyderabad won by 31 runs.,87/10 (18.5) : 118/10 (18.4),1.52,2.51,5,2018,2
23 Apr 2018,20:00,Punjab Kings,143,139,Delhi Capitals,Punjab Kings won by 4 runs.,143/8 (20) : 139/8 (20),1.70,2.13,5,2018,2
22 Apr 2018,20:00,Rajasthan Royals,168,167,Mumbai Indians,Rajasthan Royals won by 3 wickets.,168/7 (19.4) : 167/7 (20),2.29,1.61,5,2018,2
21 Apr 2018,20:00,Delhi Capitals,174,176,Royal Challengers Bengaluru,Bangalore won by 6 wickets.,174/5 (20) : 176/4 (18),2.46,1.54,6,2018,2
20 Apr 2018,20:00,Chennai Super Kings,204,140,Rajasthan Royals,Chennai Super Kings won by 64 runs.,204/5 (20) : 140/10 (18.3),1.72,2.10,5,2018,2
19 Apr 2018,20:00,Punjab Kings,193,178,Sunrisers Hyderabad,Punjab Kings won by 15 runs.,193/3 (20) : 178/4 (20),1.93,1.84,6,2018,2
18 Apr 2018,20:00,Rajasthan Royals,160,163,Kolkata Knight Riders,Kolkata Knight Riders won by 7 wickets.,160/8 (20) : 163/3 (18.5),2.33,1.58,6,2018,2
17 Apr 2018,20:00,Mumbai Indians,213,167,Royal Challengers Bengaluru,Mumbai Indians won by 46 runs.,213/6 (20) : 167/8 (20),1.99,1.81,5,2018,2
16 Apr 2018,20:00,Kolkata Knight Riders,200,129,Delhi Capitals,Kolkata Knight Riders won by 71 runs.,200/9 (20) : 129/10 (14.2),1.70,2.13,5,2018,2
15 Apr 2018,20:00,Punjab Kings,197,193,Chennai Super Kings,Punjab Kings won by 4 runs.,197/7 (20) : 193/5 (20),1.91,1.88,5,2018,2
12 May 2019 - Play Offs,19:30,Mumbai Indians,149,148,Chennai Super Kings,Mumbai Indians won by 1 run.,149/8 (20) : 148/7 (20),1.78,1.99,5,2019,1
10 May 2019 - Play Offs,19:30,Chennai Super Kings,151,147,Delhi Capitals,Chennai Super Kings won by 6 wickets.,151/4 (19) : 147/9 (20),1.64,2.22,5,2019,1
08 May 2019 - Play Offs,19:30,Delhi Capitals,165,162,Sunrisers Hyderabad,Delhi Capitals won by 2 wickets.,165/8 (19.5) : 162/8 (20),1.71,2.11,5,2019,1
07 May 2019 - Play Offs,19:30,Mumbai Indians,132,131,Chennai Super Kings,Mumbai Indians won by 6 wickets.,132/4 (18.3) : 131/4 (20),1.75,2.03,5,2019,1
05 May 2019,20:00,Mumbai Indians,134,133,Kolkata Knight Riders,Mumbai Indians won by 9 wickets.,134/1 (16.1) : 133/7 (20),1.71,2.11,5,2019,1
04 May 2019,20:00,Royal Challengers Bengaluru,178,175,Sunrisers Hyderabad,Bangalore won by 4 wickets.,178/6 (19.2) : 175/7 (20),1.79,2.00,5,2019,1
03 May 2019,20:00,Punjab Kings,183,185,Kolkata Knight Riders,Kolkata Knight Riders won by 7 wickets.,183/6 (20) : 185/3 (18),2.22,1.64,5,2019,1
02 May 2019,20:00,Mumbai Indians,162,162,Sunrisers Hyderabad,Match Tied - Mumbai Indians won the Super Over.,162/5 (20) : 162/6 (20),1.62,2.24,5,2019,1
01 May 2019,20:00,Chennai Super Kings,179,99,Delhi Capitals,Chennai Super Kings won by 80 runs.,179/4 (20) : 99/10 (16.2),1.74,2.04,6,2019,1
29 Apr 2019,20:00,Sunrisers Hyderabad,212,167,Punjab Kings,Sunrisers Hyderabad won by 45 runs.,212/6 (20) : 167/8 (20),1.79,2.00,5,2019,1
28 Apr 2019,20:00,Kolkata Knight Riders,232,198,Mumbai Indians,Kolkata Knight Riders won by 34 runs.,232/2 (20) : 198/7 (20),2.09,1.73,5,2019,1
27 Apr 2019,20:00,Rajasthan Royals,161,160,Sunrisers Hyderabad,Rajasthan Royals won by 7 wickets.,161/3 (19.1) : 160/8 (20),2.12,1.71,5,2019,1
26 Apr 2019,20:00,Chennai Super Kings,109,155,Mumbai Indians,Mumbai Indians won by 46 runs.,109/10 (17.4) : 155/4 (20),2.06,1.73,5,2019,1
